question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answers,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,7,6279,6,False,10,True,28.57142857142857,0.30844364,0.12448274,<code>ArrayLists</code>,-LRB- NN -RRB- NN NFP NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,5,6303,0,True,0,False,0.0,0.65438783,0.44609672,don't have this overhead.,VB RB VB DT RB .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,9,6329,15,False,10,True,11.11111111111111,0.46521997,0.29477754,"However, <code>ArrayLists</code>","RB , -LRB- NN NNP -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,24,6362,0,True,0,False,0.0,0.8404461,0.745922,"take up as much memory as is allocated for the capacity, regardless of whether elements have actually been added.</p>
<p>","VB RP RB JJ NN IN VBZ VBN IN DT NN , RB IN IN NNS VBP RB VBN VBN . -LRB- NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,26,6483,41,False,9,True,7.6923076923076925,0.7088552,0.5527298,The default initial capacity of an <code>ArrayList</code> is pretty small (10 from Java 1.4 - 1.8).,"DT NN JJ NN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- VBZ RB JJ -LRB- CD IN NNP CD SYM CD -RRB- ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,22,6583,0,False,0,False,4.545454545454546,0.93658745,0.7907181,"But since the underlying implementation is an array, the array must be resized if you add a lot of elements.","CC IN DT JJ NN VBZ DT NN , DT NN MD VB VBN IN PRP VBP DT NN IN NNS ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,29,6692,108,False,9,True,10.344827586206897,0.83268684,0.714883,"To avoid the high cost of resizing when you know you're going to add a lot of elements, construct the <code>ArrayList</code>","TO VB DT JJ NN IN VBG WRB PRP VBP PRP VBP VBG TO VB DT NN IN NNS , VB DT -LRB- NN -RRB- NN -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,9,6817,0,True,0,False,11.11111111111111,0.49118474,0.38438728,"with a higher initial capacity.</p>
<p>",IN DT JJR JJ NN . -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,27,6856,0,False,0,False,11.11111111111111,0.88840187,0.78825426,"If the data structures perspective is used to understand the two structures, a LinkedList is basically a sequential data structure which contains a head Node.","IN DT NNS NNS NN VBZ VBN TO VB DT CD NNS , DT NN VBZ RB DT JJ NN NN WDT VBZ DT NN NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,29,7015,0,False,0,False,6.896551724137931,0.8910096,0.77586883,The Node is a wrapper for two components : a value of type T [accepted through generics] and another reference to the Node linked to it.,DT NN VBZ DT NN IN CD NNS : DT NN IN NN NN -LRB- VBN IN NNS -RRB- CC DT NN IN DT NN VBN IN PRP .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,27,7152,0,False,0,False,7.4074074074074066,0.8381102,0.7335128,"So, we can assert it is a recursive data structure (a Node contains another Node which has another Node and so on...).","RB , PRP MD VB PRP VBZ DT JJ NN NN -LRB- DT NN VBZ DT NN WDT VBZ DT NN CC RB RB , -RRB- ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,21,7271,80,False,0,False,4.761904761904762,0.82216525,0.68354785,"Addition of elements takes linear time in LinkedList as stated above.</p>
<p>An ArrayList is a growable array.",NN IN NNS VBZ JJ NN IN NNP IN VBN RB NFP -LRB- NN DT NN VBZ DT JJ NN .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,8,7382,0,False,0,False,12.5,0.79426694,0.6502662,It is just like a regular array.,PRP VBZ RB IN DT JJ NN .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,33,7415,50,False,0,False,3.0303030303030303,0.92259365,0.8138648,"Under the hood, when an element is added, and the ArrayList is already full to capacity, it creates another array with a size which is greater than previous size.","IN DT NN , WRB DT NN VBZ VBN , CC DT NNP VBZ RB JJ IN NN , PRP VBZ DT NN IN DT NN WDT VBZ JJR IN JJ NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],3869,5696,0,15244,100,True,True,True,1,1832,False,28,7578,0,False,0,False,0.0,0.9004835,0.7665455,The elements are then copied from previous array to new one and the elements that are to be added are also placed at the specified indices.</p>,DT NNS VBP RB VBN IN JJ NN IN JJ NN CC DT NNS WDT VBP TO VB VBN VBP RB VBN IN DT VBN NNS . NN
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,47,0,178,False,19,True,10.638297872340425,0.752329,0.6598941,"<p>Thus far, nobody seems to have addressed the memory footprint of each of these lists besides the general consensus that a <code>LinkedList</code> is ""lots more"" than an <code>ArrayList</code>","NFP -RRB- RB RB , NN VBZ TO VB VBN DT NN NN IN DT IN DT NNS IN DT JJ NN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- VBZ `` NNS JJR '' IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,22,195,0,True,0,False,0.0,0.7883636,0.5793713,so I did some number crunching to demonstrate exactly how much both lists take up for N null references.</p>,RB PRP VBD DT NN NN TO VB RB WRB JJ DT NNS VBP RP IN NNP JJ NNS -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,45,305,173,False,21,True,4.444444444444445,0.6712609,0.5296186,"<p>Since references are either 32 or 64 bits (even when null) on their relative systems, I have included 4 sets of data for 32 and 64 bit <code>LinkedLists</code> and <code>ArrayLists</code>.</p>","-LRB- NN IN NNS VBP CC CD CC CD NNS -LRB- RB WRB JJ -RRB- IN PRP$ JJ NNS , PRP VBP VBN CD NNS IN NNS IN CD CC CD NN -LRB- NN NNS -LRB- , NN -RRB- CC -LRB- NN NN -RRB- -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,7,502,0,False,0,True,28.57142857142857,0.29431254,0.13524899,<p><strong>Note:</strong>,-LRB- JJ -RRB- NN : JJ -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,13,528,30,False,9,True,15.384615384615385,0.6190666,0.4681942,The sizes shown for the <code>ArrayList</code>,"DT NNS VBN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,11,575,0,True,0,True,9.090909090909092,0.44747335,0.31482324,lines are for <em>trimmed lists</em> -,"NNS VBP IN -LRB- AFX VBN NNS SYM PRP -RRB- ,"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,19,614,59,False,9,True,10.526315789473683,0.8086322,0.6494875,"In practice, the capacity of the backing array in an <code>ArrayList</code>","IN NN , DT NN IN DT NN NN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,10,690,0,True,0,False,0.0,0.7980475,0.68812835,is generally larger than its current element count.</p>,VBZ RB JJR IN PRP$ JJ NN NN . -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,18,747,0,False,0,True,22.22222222222222,0.29877195,0.1258542,<p><strong>Note 2:</strong> <em>(thanks BeeOnRope)</em>,"NN -LRB- JJ -RRB- NN CD JJ -RRB- -LRB- PRP -RRB- -LRB- NN NNP -RRB- , PRP -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,39,803,0,False,0,False,0.0,0.8769641,0.76832443,"As CompressedOops is default now from mid JDK6 and up, the values below for 64-bit machines will basically match their 32-bit counterparts, unless of course you specifically turn it off.</p>","IN NNP VBZ NN RB IN JJ NNP CC RB , DT NNS RB IN CD HYPH NN NNS MD RB VB PRP$ CD HYPH NN NNS , IN IN NN PRP RB VBP PRP RP , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,3,995,0,False,0,False,0.0,0.25127295,0.0925634,<hr>,-LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,25,1001,75,False,0,False,0.0,0.6846355,0.45421287,"<p><img src=""https://i.sstatic.net/Cq5Ph.png"" alt=""Graph of LinkedList and ArrayList No. of Elements x Bytes""></p>",-LRB- NN -LRB- NN NN SYM `` ADD '' NN SYM `` NN IN NN CC NN NN IN NNS HYPH NNS '' '' -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,3,995,0,False,0,False,0.0,0.25127295,0.0925634,<hr>,-LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,37,1123,88,False,19,True,13.513513513513514,0.66753983,0.5710577,"<p>The result clearly shows that <code>LinkedList</code> is a whole lot more than <code>ArrayList</code>, especially with a very high element count.","LS -RRB- DT NN RB VBZ IN -LRB- NN -RRB- NN -LRB- , NN -RRB- VBZ DT JJ NN JJR IN -LRB- NN -RRB- NN -LRB- , NN , RB IN DT RB JJ NN NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,16,1272,0,False,11,True,12.5,0.70813924,0.5986236,"If memory is a factor, steer clear of <code>LinkedLists</code>.</p>","IN NN VBZ DT NN , VB JJ IN -LRB- NN NN NFP NN SYM NN"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,24,1341,0,False,0,False,0.0,0.6509744,0.44435528,"<p>The formulas I used follow, let me know if I have done anything wrong and I will fix it up.","NFP -RRB- DT NNS PRP VBD VB , VB PRP VB IN PRP VBP VBN NN JJ CC PRP MD VB PRP RP ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,25,1436,0,False,0,False,4.0,0.7619051,0.64451563,"'b' is either 4 or 8 for 32 or 64 bit systems, and 'n' is the number of elements.","`` NN '' VBZ CC CD CC CD IN CD CC CD NN NNS , CC `` FW '' VBZ DT NN IN NNS ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,33,1518,0,False,0,False,3.0303030303030303,0.9107126,0.8020474,Note the reason for the mods is because all objects in java will take up a multiple of 8 bytes space regardless of whether it is all used or not.</p>,VB DT NN IN DT NNS VBZ IN DT NNS IN NN MD VB RP DT JJ IN CD NNS NN RB IN IN PRP VBZ RB VBN CC RB -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,2,1669,11,False,0,True,0.0,0.29431254,0.13524899,<p><strong>ArrayList:</strong></p>,GW ADD
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,4,1705,0,False,0,True,25.0,0.25398737,0.086816765,<p><code>,NN -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,101,1714,0,False,0,False,7.920792079207921,0.33771726,0.12212706,"ArrayList object header + size integer + modCount integer + array reference + (array oject header + b * n) + MOD(array oject, 8) + MOD(ArrayList object, 8) == 8 + 4 + 4 + b + (12 + b * n) + MOD(12 + b * n, 8) + MOD(8 + 4 + 4 + b + (12 + b * n) + MOD(12 + b * n, 8), 8)</code></p>","NN NN NN SYM NN NN SYM NN NN SYM NN NN SYM -LRB- NN NN NN SYM NN NFP NN -RRB- SYM NN -LRB- NN NN , CD -RRB- SYM NN -LRB- NN NN , CD -RRB- SYM CD SYM CD SYM CD SYM NN SYM -LRB- CD SYM NN NFP NN -RRB- SYM NN -LRB- CD SYM NN NFP NN , CD -RRB- SYM NN -LRB- CD SYM CD SYM CD SYM NN SYM -LRB- CD SYM NN NFP NN -RRB- SYM NN -LRB- CD SYM NN NFP NN , CD -RRB- , CD -RRB- SYM NN . -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,2,1995,0,False,0,True,0.0,0.29431254,0.13524899,<p><strong>LinkedList:</strong></p>,GW ADD
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,4,1705,0,False,0,True,25.0,0.25398737,0.086816765,<p><code>,NN -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],700,4653,1043,8803,91,True,True,True,2,642,False,132,2041,0,False,0,False,5.303030303030303,0.41773283,0.19049993,"LinkedList object header + size integer + modCount integer + reference to header + reference to footer + (node object overhead + reference to previous element + reference to next element + reference to element) * n) + MOD(node object, 8) * n + MOD(LinkedList object, 8) == 8 + 4 + 4 + 2 * b + (8 + 3 * b) * n + MOD(8 + 3 * b, 8) * n + MOD(8 + 4 + 4 + 2 * b + (8 + 3 * b) * n + MOD(8 + 3 * b, 8) * n, 8)</code></p>","NN NN NN SYM NN NN SYM NN NN SYM NN IN NN SYM NN IN NN SYM -LRB- NN NN NN SYM NN IN JJ NN SYM NN IN JJ NN SYM NN IN NN -RRB- NFP NN -RRB- SYM NN -LRB- NN NN , CD -RRB- NFP NN SYM NN -LRB- NN NN , CD -RRB- SYM CD SYM CD SYM CD SYM CD SYM NN SYM -LRB- CD SYM CD SYM CD -RRB- NFP NN SYM NN -LRB- CD SYM CD SYM NN , CD -RRB- NFP NN SYM NN -LRB- CD SYM CD SYM CD SYM CD SYM NN SYM -LRB- CD SYM CD SYM CD -RRB- NFP NN SYM NN -LRB- CD SYM CD SYM NN , CD -RRB- NFP NN , CD -RRB- SYM NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,6,0,9,False,9,True,33.33333333333333,0.24182968,0.067321554,<p><code>ArrayList</code>,NN NN -RRB- NN NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,5,26,0,True,0,False,0.0,0.80122566,0.5316271,is what you want.,VBZ WP PRP VBP .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,28,44,0,False,10,True,10.714285714285714,0.36031467,0.18198653,"<code>LinkedList</code> is almost always a (performance) bug.</p>
<p>Why <code>LinkedList</code> sucks:</p>
<ul>
<li>",-LRB- NN NN -RRB- VBZ RB RB DT -LRB- NN -RRB- NN -RRB- -LRB- NN WRB -LRB- NN NN -RRB- VBZ SYM -LRB- NN -RRB- -LRB- ADD -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,21,161,0,False,0,False,0.0,0.7782606,0.69941366,"It uses lots of small memory objects, and therefore impacts performance across the process.</li>
<li>","PRP VBZ NNS IN JJ NN NNS , CC RB VBZ NN IN DT NN -LRB- NNP -RRB- -LRB- FW -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,16,262,0,False,0,False,0.0,0.62890637,0.48405877,"Lots of small objects are bad for cache-locality.</li>
<li>",NNS IN JJ NNS VBP JJ IN NN HYPH NN -LRB- NNP -RRB- -LRB- NNP -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,13,321,0,False,0,False,7.6923076923076925,0.8700522,0.7502831,"Any indexed operation requires a traversal, i.e. has O(n) performance.","DT VBN NN VBZ DT NN , FW VBZ NNP -RRB- NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,33,392,88,False,9,True,9.090909090909092,0.70910966,0.56993717,"This is not obvious in the source code, leading to algorithms O(n) slower than if <code>ArrayList</code> was used.</li>
<li>","DT VBZ RB JJ IN DT NN NN , VBG IN NNS -LRB- NN -RRB- JJR IN IN -LRB- NN -RRB- NN -LRB- , NN -RRB- VBD VBN -LRB- NNP -RRB- -LRB- NFP"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,11,516,0,False,0,False,0.0,0.44394305,0.3154881,"Getting good performance is tricky.</li>
<li>",VBG JJ NN VBZ JJ -LRB- NNP -RRB- -LRB- NNP -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,33,561,49,False,9,True,3.0303030303030303,0.69769645,0.59278506,"Even when big-O performance is the same as <code>ArrayList</code>, it is probably going to be significantly slower anyway.</li>
<li>","RB WRB JJ HYPH NN NN VBZ DT JJ IN -LRB- NN -RRB- NN -LRB- , NN , PRP VBZ RB VBG TO VB RB JJR RB -LRB- NNP -RRB- -LRB- NNP -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,12,693,0,False,10,True,16.666666666666664,0.5442726,0.41289765,It's jarring to see <code>LinkedList</code>,"PRP VBZ JJ TO VB -LRB- NN -RRB- NN -LRB- , NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],315,5696,0,146990,100,True,True,True,3,193,False,15,737,0,True,0,False,0.0,0.5952848,0.4982757,"in source because it is probably the wrong choice.</li>
</ul>",IN NN IN PRP VBZ RB DT JJ NN -LRB- NNP -RRB- -LRB- FW -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],193,5198,497,3840,20,True,True,True,4,121,False,6,0,0,False,0,True,33.33333333333333,0.25398737,0.086816765,<pre><code>,-LRB- NN -RRB- -LRB- NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],193,5198,497,3840,20,True,True,True,4,121,False,76,11,20,False,0,True,2.631578947368421,0.55884564,0.2544144,"Algorithm           ArrayList   LinkedList
seek front            O(1)         O(1)
seek back             O(1)         O(1)
seek to index         O(1)         O(N)
insert at front       O(N)         O(1)
insert at back        O(1)         O(1)
insert after an item  O(N)         O(1)
</code></pre>
<p><a href=""https://web.archive.org/web/20180729155145/http://leepoint.net/algorithms/big-oh/bigoh.html"" rel=""noreferrer"">","NNP NNP NNP VB JJ NN LS -RRB- NN LS -RRB- VBP NN NN LS -RRB- NN LS -RRB- VBP TO VB NN -LRB- CD -RRB- NN NN -RRB- NN IN NN NN NN -RRB- NN LS -RRB- VB IN NN NN -LRB- CD -RRB- NN CD -RRB- NN IN DT NN NN NN -RRB- NN CD -RRB- -LRB- NN NN -RRB- -LRB- NN , NN NN SYM `` ADD '' NN `` NN '' -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],193,5198,497,3840,20,True,True,True,4,121,False,10,430,0,False,0,False,0.0,0.22087967,0.0024914823,Algorithms: Big-Oh Notation</a> (archived)</p>,"NNS : NNP NNP , SYM -LRB- VBN -RRB- NN"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],193,5198,497,3840,20,True,True,True,4,121,False,29,477,3,False,0,False,0.0,0.70982665,0.6034703,"<p>ArrayLists are good for write-once-read-many or appenders, but bad at add/remove from the front or middle.</p>","-LRB- NN NNS VBP JJ IN NN HYPH RB HYPH VB HYPH JJ CC NNS , CC JJ IN VB , VB IN DT NN CC JJ HYPH NN"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,19,0,0,False,0,True,5.263157894736842,0.4300612,0.23699689,"<p>See 2021 update from author below the original answer.</p>
<hr />
<p><strong>",-LRB- NN VB CD NN IN NN IN DT JJ NN . -LRB- NN -RRB- -LRB- NN JJ -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,8,80,0,False,0,False,0.0,0.33480564,0.111595415,"Original answer (2011)</strong></p>
<p>",JJ NN -LRB- CD -RRB- NN NN -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,31,119,170,False,0,False,3.225806451612903,0.8719758,0.76931524,"As someone who has been doing operational performance engineering on very large scale SOA web services for about a decade, I would prefer the behavior of LinkedList over ArrayList.","IN NN WP VBZ VBN VBG JJ NN NN IN RB JJ NN NNP NN NNS IN RB DT NN , PRP MD VB DT NN IN NNP IN NNP ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,65,301,125,False,0,False,1.5384615384615385,0.9460399,0.81398326,"While the steady-state throughput of LinkedList is worse and therefore might lead to buying more hardware -- the behavior of ArrayList under pressure could lead to apps in a cluster expanding their arrays in near synchronicity and for large array sizes could lead to lack of responsiveness in the app and an outage, while under pressure, which is catastrophic behavior.</p>","IN DT JJ HYPH NN NN IN NNP VBZ JJR CC RB MD VB IN VBG JJR NN , DT NN IN NNP IN NN MD VB IN NNS IN DT NN VBG PRP$ NNS IN JJ NN CC IN JJ NN NNS MD VB IN NN IN NN IN DT NN CC DT NN , IN IN NN , WDT VBZ JJ NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,62,675,0,False,0,False,1.6129032258064515,0.86286414,0.7159232,"<p>Similarly, you can get better throughput in an app from the default throughput tenured garbage collector, but once you get java apps with 10GB heaps you can wind up locking up the app for 25 seconds during a Full GCs which causes timeouts and failures in SOA apps and blows your SLAs if it occurs too often.","-LRB- RB , PRP MD VB JJR NN IN DT NN IN DT NN NN VBN NN NN , CC IN PRP VBP NN NNS IN CD NN NNS PRP MD VB RP VBG RP DT NN IN CD NNS IN DT JJ NNS WDT VBZ NNS CC NNS IN NNP NNS CC VBZ PRP$ NNS IN PRP VBZ RB RB ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,34,987,0,False,0,False,2.941176470588235,0.85839236,0.74111843,"Even though the CMS collector takes more resources and does not achieve the same raw throughput, it is a much better choice because it has more predictable and smaller latency.</p>
<p>","RB IN DT NNP NN VBZ JJR NNS CC VBZ RB VB DT JJ JJ NN , PRP VBZ DT RB JJR NN IN PRP VBZ RBR JJ CC JJR NN NFP -LRB- NN"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,22,1171,0,False,0,False,4.545454545454546,0.8852731,0.73413837,ArrayList is only a better choice for performance if all you mean by performance is throughput and you can ignore latency.,NNP VBZ RB DT JJR NN IN NN IN DT PRP VBP IN NN VBZ NN CC PRP MD VB NN .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,18,1295,0,False,0,True,5.555555555555555,0.55209076,0.43566862,"In my experience at my job I cannot ignore worst-case latency.</p>
<p><strong>",IN PRP$ NN IN PRP$ NN PRP MD RB VB JJS HYPH NN NN . -LRB- NN JJ -RRB-
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,16,1373,0,False,0,False,0.0,0.3456977,0.13962784,"Update (Aug 27, 2021 -- 10 years later)</strong></p>
<p>","NN -LRB- NNP CD , CD , CD NNS RBR -RRB- SYM NNP -LRB- NN -RRB-"
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,27,1429,0,False,0,False,0.0,0.8091399,0.69602203,This answer (my most historically upvoted answer on SO as well) is very likely wrong (for reasons outlined in the comments below).,DT NN -LRB- PRP$ RBS RB VBN NN IN RB RB RB -RRB- VBZ RB JJ JJ -LRB- IN NNS VBN IN DT NNS RB -RRB- .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,24,1561,21,False,0,False,0.0,0.8502588,0.7261017,"I'd like to add that ArrayList will optimize for sequential reading of memory and minimize cache-line and TLB misses, etc.","PRP MD VB TO VB IN NNP MD VB IN JJ NN IN NN CC VB NN HYPH NN CC NN NNS , FW ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,26,1685,0,False,0,False,0.0,0.8865477,0.76256853,The copying overhead when the array grows past the bounds is likely inconsequential by comparison (and can be done by efficient CPU operations).,DT NN NN WRB DT NN VBZ IN DT NNS VBZ RB JJ IN NN -LRB- CC MD VB VBN IN JJ NN NNS -RRB- .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,13,1831,0,False,0,False,0.0,0.88426423,0.7299267,This answer is also probably getting worse over time given hardware trends.,DT NN VBZ RB RB VBG JJR IN NN VBN NN NNS .
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,61,1908,0,False,0,False,1.639344262295082,0.93907356,0.78796166,"The only situations where a LinkedList might make sense would be something highly contrived where you had thousands of Lists any one of which might grow to be GB-sized, but where no good guess could be made at allocation-time of the List and setting them all to GB-sized would blow up the heap.","DT JJ NNS WRB DT NN MD VB NN MD VB NN RB JJ WRB PRP VBD NNS IN NNS DT CD IN WDT MD VB TO VB NN HYPH JJ , CC WRB DT JJ NN MD VB VBN IN NN HYPH NN IN DT NN CC VBG PRP DT IN NNP HYPH NN MD VB RP DT NN ."
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,[],161,4930,765,3944,0,True,False,True,5,519,False,68,2204,0,False,0,False,4.411764705882353,0.9161649,0.7311426,"And if you found some problem like that, then it really does call for reengineering whatever your solution is (and I don't like to lightly suggest reengineering old code because I myself maintain piles and piles of old code, but that'd be a very good case of where the original design has simply run out of runway and does need to be chucked).","CC IN PRP VBD DT NN IN DT , RB PRP RB VBZ VB IN NN WP PRP$ NN VBZ -LRB- CC PRP VBP RB VB TO RB VB VBG JJ NN IN PRP PRP VBP NNS CC NNS IN JJ NN , CC DT MD VB DT RB JJ NN IN WRB DT JJ NN VBZ RB VBN IN IN NN CC VBZ VB TO VB VBN -RRB- ."
