,question,contexts,context_relevancy
23,How to convert binary string value to decimal,['Ways to convert an InputStream to a String:</strong></p> <ol> <li><p>Using <code>IOUtils.toString</code> (Apache Utils)</p> <pre><code>\nApache Commons</a> <code><a href= https://commons.apache.org/proper/commons-io/javadocs/api-release/org/apache/commons/io/IOUtils.html  rel= noreferrer >IOUtils</a></code> to copy the <code>InputStream</code> into a <code>StringWriter</code>...\nhttp://download.oracle.com/javase/8/docs/api/java/util/Scanner.html  rel= noreferrer >Scanner</a> iterates over tokens in the stream  and in this case we separate tokens using  beginning of the input boundary  (\\A)  thus giving us only one token for the entire contents of the stream.</p>\nThe trick here is that we work in blocks  and as such don t need other buffering streams.\nThe block size is parameterized for run-time performance optimization.</p>\n<p>Then just add those numbers to the integer representation of the character <code>`</code>\n<p>When <code>java.util.Random</code> is instantiated with a specific seed parameter (in this case <code>-229985452</code> or <code>-147909649</code>)  it follows the random number generation algorithm <em>beginning</em>\n<p>Everyone here did a great job of explaining how the code works and showing how you can construct your own examples  but here s an information theoretical answer showing why we can reasonably expect a solution to exist that the brute force search will eventually find.</p> <p>\nTo allow generating words of different lengths  we further add a terminator symbol <code>‚ä•</code> to yield an extended alphabet <code>Œ£  := Œ£ ‚à™ {‚ä•}</code>.</p> <p>Let <code>Œ±</code> be a symbol and X a uniformly distributed random variable over <code>Œ£ </code>.\nSince the Pseudorandom Number Generator (PRNG) is initialized with a 32-bit seed  we can expect most words of length up to</p> <blockquote> <p>Œª = floor[32/log‚ÇÇ(27)] - 1 = 5</p> </blockquote> <p>to be generated by at least one seed.\nEven if we were to search for a 6-character word  we would still be successful about 41.06% of the time.\n<p>Most random number generators are  in fact   pseudo random. \n<p>LCGs are quite predictable given a fixed seed.\nBasically  use a seed that gives you your first letter  then write an app that continues to generate the next int (char) until you hit the next letter in your target string and write down how many times you had to invoke the LCG.\n<p>As multi-threading is very easy with Java  here is a variant that searches for a seed using all cores available: <a href= http://ideone.com/ROhmTA  rel= noreferrer >http://ideone.com/ROhmTA</a></p>\n<p>To get different sequences  it s necessary initialize the sequence in some position  called  seed .</p>\n<p>The randomSting get the random number in the i position (seed = -229985452) of the  random  sequence.\n<p>The principal is the Random Class constructed with the same seed will generate the same pattern of numbers every time.</p>'],0.20833333333333334
24,How to make a Java thread wait for another threads output?,['<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.\nif more than one thread is waiting on the monitor ‚Äì this will wake <em>all of them up</em>.\nHowever  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on ‚Äì the others will then be blocked until they can acquire the monitor s lock.</p>\nThe OS doesn‚Äôt even try to   schedule the sleeping thread until requested time has passed.</p>\nThe OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>\n<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.\nIf a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>\nimprove system   responsiveness (at the expense of time ‚Äî context switches  even just   to the OS and back  aren‚Äôt free).\nMeasure and test against goals you   care about  as always.</p> </blockquote>\n<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.\nSo in order to wake it up before the due time  you need to know the Thread reference.\nIt s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>\n<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).\nBasically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>\n<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).\nDon t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>\nmethod needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>\n<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>\nThe major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.\nWait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>\nif you have more then one thread in waiting state and you want to wake all of those thread).\nmethod is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>\nLike if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>\n<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>\nThe thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.\n<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).\nUsing it is possible to halt a thread other   than the current thread.\nA suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>\nWait is called on an object  not a   thread; we call this object the  lock object. \nthen releases this lock  and adds the thread to the  wait list    associated with the lock.\nLater  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.\nBasically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>\nthe thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>'],0.22448979591836735
25,When does Javas Thread.sleep throw InterruptedException?,['<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.\nif more than one thread is waiting on the monitor ‚Äì this will wake <em>all of them up</em>.\nHowever  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on ‚Äì the others will then be blocked until they can acquire the monitor s lock.</p>\nThe OS doesn‚Äôt even try to   schedule the sleeping thread until requested time has passed.</p>\nThe OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>\n<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.\nIf a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>\nimprove system   responsiveness (at the expense of time ‚Äî context switches  even just   to the OS and back  aren‚Äôt free).\nMeasure and test against goals you   care about  as always.</p> </blockquote>\n<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.\nSo in order to wake it up before the due time  you need to know the Thread reference.\nIt s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>\n<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).\nBasically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>\n<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).\nDon t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>\nmethod needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>\n<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>\nThe major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.\nWait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>\nif you have more then one thread in waiting state and you want to wake all of those thread).\nmethod is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>\nLike if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>\n<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>\nThe thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.\n<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).\nUsing it is possible to halt a thread other   than the current thread.\nA suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>\nWait is called on an object  not a   thread; we call this object the  lock object. \nthen releases this lock  and adds the thread to the  wait list    associated with the lock.\nLater  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.\nBasically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>\nthe thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>'],0.14285714285714285
26,Java: Thread.currentThread().sleep(x) vs. Thread.sleep(x),['<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.\nif more than one thread is waiting on the monitor ‚Äì this will wake <em>all of them up</em>.\nHowever  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on ‚Äì the others will then be blocked until they can acquire the monitor s lock.</p>\nThe OS doesn‚Äôt even try to   schedule the sleeping thread until requested time has passed.</p>\nThe OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>\n<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.\nIf a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>\nimprove system   responsiveness (at the expense of time ‚Äî context switches  even just   to the OS and back  aren‚Äôt free).\nMeasure and test against goals you   care about  as always.</p> </blockquote>\n<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.\nSo in order to wake it up before the due time  you need to know the Thread reference.\nIt s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>\n<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).\nBasically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>\n<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).\nDon t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>\nmethod needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>\n<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>\nThe major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.\nWait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>\nif you have more then one thread in waiting state and you want to wake all of those thread).\nmethod is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>\nLike if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>\n<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>\nThe thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.\n<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).\nUsing it is possible to halt a thread other   than the current thread.\nA suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>\nWait is called on an object  not a   thread; we call this object the  lock object. \nthen releases this lock  and adds the thread to the  wait list    associated with the lock.\nLater  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.\nBasically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>\nthe thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>'],0.16326530612244897
27,How a thread should close itself in Java?,['<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.\nif more than one thread is waiting on the monitor ‚Äì this will wake <em>all of them up</em>.\nHowever  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on ‚Äì the others will then be blocked until they can acquire the monitor s lock.</p>\nThe OS doesn‚Äôt even try to   schedule the sleeping thread until requested time has passed.</p>\nThe OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>\n<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.\nIf a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>\nimprove system   responsiveness (at the expense of time ‚Äî context switches  even just   to the OS and back  aren‚Äôt free).\nMeasure and test against goals you   care about  as always.</p> </blockquote>\n<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.\nSo in order to wake it up before the due time  you need to know the Thread reference.\nIt s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>\n<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).\nBasically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>\n<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).\nDon t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>\nmethod needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>\n<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>\nThe major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.\nWait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>\nif you have more then one thread in waiting state and you want to wake all of those thread).\nmethod is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>\nLike if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>\n<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>\nThe thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.\n<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).\nUsing it is possible to halt a thread other   than the current thread.\nA suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>\nWait is called on an object  not a   thread; we call this object the  lock object. \nthen releases this lock  and adds the thread to the  wait list    associated with the lock.\nLater  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.\nBasically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>\nthe thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>'],0.10204081632653061
28,Java sending and receiving file (byte[]) over sockets,['Therefore  you have to create a bunch of different threads if your server has a bunch of open <code>Socket</code>s.</p>\n<p>A <code>SocketChannel</code> is a non-blocking way to read from sockets  so that you can have one thread communicate with a bunch of open connections at once.\nBuffer</code>s are another feature of NIO that allows you to access the underlying data from reads and writes to avoid the overhead of copying data into new arrays.</p>\n<p>In a nutshell  up to Java 1.3  all I/O was of the blocking type.\n<p>The basic point of NIO  introduced in Java 1.4  was to make the functionality of traditional UNIX-style multiplexed non-blocking I/O available in Java.\nServers with threadpools  or with threads handling more than one connection each  now become possible.\nIf only part of a buffer can be written immediately  with blocking I/O your thread will simply block until the entirety can be written.\nWith non-blocking I/O  your thread gets a return value of how much was written  leaving it up to you to handle the left-over for the next round.\nA <code>Buffer</code> takes care of such mechanical details by explicitly implementing a producer/consumer pattern for filling and draining  it being understood that your threads and the JVM s kernel will <em>not</em>\nSelectors</code>  if one channel takes 1 seconds for processing  and there are 10 channels in queue  it means you have to wait 10 seconds before next polling which is untolerable.\npattern  the task is smaller  it s more like thread-per-task  and tasks could be read  write  biz process etc. for more detail  you can take a look at <strong>\n<p>If you are really fancy at one thread  the bottom-line is at least you shold have pooled I/O threads  because I/O operations is often oders of magnitude slower than instruction-processing cycles  you would not want the precious one thread being blocked by I/O  and this is exactly <strong>NodeJS</strong>\nI don t think so  NIO programming is complex  and multi-threads is not naturally evil  Keep in mind that modern operating systems and CPU s become better and better at multitasking  so the overheads of multithreading becomes smaller over time.</p>'],0.3125
29,Sending compressed JPG image over socket,['Therefore  you have to create a bunch of different threads if your server has a bunch of open <code>Socket</code>s.</p>\n<p>A <code>SocketChannel</code> is a non-blocking way to read from sockets  so that you can have one thread communicate with a bunch of open connections at once.\nBuffer</code>s are another feature of NIO that allows you to access the underlying data from reads and writes to avoid the overhead of copying data into new arrays.</p>\n<p>In a nutshell  up to Java 1.3  all I/O was of the blocking type.\n<p>The basic point of NIO  introduced in Java 1.4  was to make the functionality of traditional UNIX-style multiplexed non-blocking I/O available in Java.\nServers with threadpools  or with threads handling more than one connection each  now become possible.\nIf only part of a buffer can be written immediately  with blocking I/O your thread will simply block until the entirety can be written.\nWith non-blocking I/O  your thread gets a return value of how much was written  leaving it up to you to handle the left-over for the next round.\nA <code>Buffer</code> takes care of such mechanical details by explicitly implementing a producer/consumer pattern for filling and draining  it being understood that your threads and the JVM s kernel will <em>not</em>\nSelectors</code>  if one channel takes 1 seconds for processing  and there are 10 channels in queue  it means you have to wait 10 seconds before next polling which is untolerable.\npattern  the task is smaller  it s more like thread-per-task  and tasks could be read  write  biz process etc. for more detail  you can take a look at <strong>\n<p>If you are really fancy at one thread  the bottom-line is at least you shold have pooled I/O threads  because I/O operations is often oders of magnitude slower than instruction-processing cycles  you would not want the precious one thread being blocked by I/O  and this is exactly <strong>NodeJS</strong>\nI don t think so  NIO programming is complex  and multi-threads is not naturally evil  Keep in mind that modern operating systems and CPU s become better and better at multitasking  so the overheads of multithreading becomes smaller over time.</p>'],0.3125
30,Authentication during connection to MongoDB server instance using Java,['could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>\n<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.\n<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.\nWhat is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>\n<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>\n<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>\n<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>\n<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>\n<p>Next  make sure that the java keystore contains all the CA certificates.\n<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>'],0.3333333333333333
31,How to get database url from java.sql.Connection?,['could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>\n<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.\n<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.\nWhat is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>\n<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>\n<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>\n<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>\n<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>\n<p>Next  make sure that the java keystore contains all the CA certificates.\n<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>'],0.3333333333333333
32,How to get database schema name when using oracle jdbc connection?,['could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>\n<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.\n<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.\nWhat is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>\n<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>\n<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>\n<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>\n<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>\n<p>Next  make sure that the java keystore contains all the CA certificates.\n<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>'],0.4
33,Connect Java to a MySQL database,['could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>\n<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.\n<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.\nWhat is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>\n<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>\n<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>\n<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>\n<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>\n<p>Next  make sure that the java keystore contains all the CA certificates.\n<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>'],0.3333333333333333
34,Should you set up database connection properties in server.xml or context.xml,['could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>\n<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.\n<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.\nWhat is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>\n<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>\n<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>\n<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>\n<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>\n<p>Next  make sure that the java keystore contains all the CA certificates.\n<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>'],0.3333333333333333
35,HSQLDB delete row(s) from JDBC resultset,['<p>That s correct  initially the <code>ResultSet</code> s cursor is pointing to before the first row  if the first call to <code>next()</code> returns <code>false</code>\n<p>If you want to report an empty set  add a variable counting the items read.\n<p>The  check for any results  call ResultSet.next() moves the cursor to the first row  so use the do {...} while() syntax to process that row while continuing to process remaining rows returned by the loop.</p>\nUse  do...while  to process the first row  while continuing to process remaining rows\n<p>According to the most viable answer the suggestion is to use  isBeforeFirst() .\nYou check whether there is something in your  resultset  and don t advance your cursor.\nYou can also just call isBeforeFirst() to test if there are any rows returned without advancing the cursor  then proceed normally.\nFirst generates an exception if done on a resultset from type  forward only .\nalways moves to the next row  so if you are planning on doing any reading from the result set you need to take that into account.</p>\nAlthough there are methods for  backing up   they are not supported for all types of result sets.</p>\n<p>(Edited as @martin comments below; the OP code as written would not compile because <code>iVal</code> is not initialised)</p>\n<p>You could create an utility method to retrieve an optional value of any Java type from a given ResultSet  previously casted.</p>\n<p>Unfortunately  getObject(columnName  Class) does not return null  but the default value for given Java type  so 2 calls are required </p>\nThere will be no zeros returned for empty value in the database</p>\n<p>For convenience  you can create a wrapper class around ResultSet that returns null values when <code>ResultSet</code>\n<p>In general  however  forwarding and rewinding cursors may be quite inefficient for large result sets.\nAnother option in SQL Server would be to calculate the total number of rows directly in your SQL statement:</p>\n<p>Most drivers support forward only resultset - so method like last  beforeFirst etc are not supported.</p>\n<p>The first approach is suitable if you are also getting the data in the same loop - otherwise the resultSet has already been iterated and can not be used again.</p>\n<p>In most cases the requirement is to get the number of rows a query would return without fetching the rows.\nIterating through the result set to find the row count is almost same as processing the data.\n<p>Your function will return the size of a ResultSet  but its cursor will be set after last record  so without rewinding it by calling beforeFirst()  first() or previous() you won t be able to read its rows  and rewinding methods won t work with forward only ResultSet (you ll get the same exception you re getting in your second code fragment).</p>\n<p>There are very few circumstances where the row count is actually needed prior to reading the result set  especially in a language like Java.\nThe only case I think of where a row count would be necessary is when the row count is the only data you need(in which case a count query would be superior).\nOtherwise  you are better off using a wrapper object to represent your table data  and storing these objects in a dynamic container such as an ArrayList.\nFor every solution that requires knowing the row count before reading the result set  you can probably think of a solution that does so without knowing the row count before reading without much effort.\nBy thinking of solutions that bypass the need to know the row count before processing  you save the ResultSet the trouble of scrolling to the end of the result set  then back to the beginning (which can be a VERY expensive operation for large result sets).\nFirst  you should never return a <code>HashMap</code>  which is a specific implementation.\nSo i save the current ResultSet position and restore it after i created the maps.</p>\nI reduced that to only one array-acces each for-loop iteration.'],0.13157894736842105
