Package,Java API,Question,SISE,CROKAGE,DocChameleon
lang,Thread,When does Javas Thread.sleep throw InterruptedException?,"<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.
if more than one thread is waiting on the monitor – this will wake <em>all of them up</em>.
However  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on – the others will then be blocked until they can acquire the monitor s lock.</p>
The OS doesn’t even try to   schedule the sleeping thread until requested time has passed.</p>
The OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>
<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.
If a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>
improve system   responsiveness (at the expense of time — context switches  even just   to the OS and back  aren’t free).
Measure and test against goals you   care about  as always.</p> </blockquote>
<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.
So in order to wake it up before the due time  you need to know the Thread reference.
It s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>
<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).
Basically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>
<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).
Don t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>
method needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>
<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>
The major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.
Wait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>
if you have more then one thread in waiting state and you want to wake all of those thread).
method is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>
Like if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>
<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>
The thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.
<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).
Using it is possible to halt a thread other   than the current thread.
A suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>
Wait is called on an object  not a   thread; we call this object the  lock object. 
then releases this lock  and adds the thread to the  wait list    associated with the lock.
Later  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.
Basically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>
the thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>","In this solution, I defined an interface Interruptible, and a method ignoreInterruption which converts an Interruptible to a Runnable:

public class Foo {

  public static void main(String... args) {
    new Thread(ignoreInterruption(Foo::bar)).start();
    new Thread(ignoreInterruption(() -> Foo.baz(1, 2, 3))).start();
  }

  static void bar() throws InterruptedException {
    // do something
    Thread.sleep(1000);
  }

  static void baz(int a, int b, int c) throws InterruptedException {
    // do something
    Thread.sleep(1000);
  }  

  interface Interruptible {
    public void run() throws InterruptedException;
  }

  static Runnable ignoreInterruption(Interruptible interruptible) {
    return () -> { 
      try {
        interruptible.run();
      }
      catch(InterruptedException ie) {
        // ignored
      }
    };
  }

}",
lang,Thread,Java: Thread.currentThread().sleep(x) vs. Thread.sleep(x),"<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.
if more than one thread is waiting on the monitor – this will wake <em>all of them up</em>.
However  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on – the others will then be blocked until they can acquire the monitor s lock.</p>
The OS doesn’t even try to   schedule the sleeping thread until requested time has passed.</p>
The OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>
<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.
If a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>
improve system   responsiveness (at the expense of time — context switches  even just   to the OS and back  aren’t free).
Measure and test against goals you   care about  as always.</p> </blockquote>
<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.
So in order to wake it up before the due time  you need to know the Thread reference.
It s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>
<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).
Basically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>
<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).
Don t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>
method needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>
<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>
The major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.
Wait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>
if you have more then one thread in waiting state and you want to wake all of those thread).
method is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>
Like if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>
<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>
The thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.
<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).
Using it is possible to halt a thread other   than the current thread.
A suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>
Wait is called on an object  not a   thread; we call this object the  lock object. 
then releases this lock  and adds the thread to the  wait list    associated with the lock.
Later  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.
Basically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>
the thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>","The Thread.interrupt() method interrupts the specific Thread that the instance references to:

Thread x = getSomeThreadInstance();
x.interrupt();
The x variable can refer to any thread instance.

The Thread.currentThread().interrupt() method is the same as before, but applied to the current Thread, interrupting only the current thread of execution. It is equivalent to:

Thread x = Thread.currentThread();
x.interrupt();
About Thread.sleep() and Thread.currentThread().sleep() there is no difference. sleep() is a static method on the Thread class, and makes no difference on the way you call it. Calling it causes the current thread of execution to pause for the indicated amount of time.

Nonetheless, one should not call static method on an instance, which means static method should be called in a static way.",
lang,Thread,How a thread should close itself in Java?,"<p>(on the same <code>mon</code> object) and the first thread (assuming it is the only thread waiting on the monitor) will wake up.
if more than one thread is waiting on the monitor – this will wake <em>all of them up</em>.
However  only one of the threads will be able to grab the monitor (remember that the <code>wait</code> is in a <code>synchronized</code> block) and carry on – the others will then be blocked until they can acquire the monitor s lock.</p>
The OS doesn’t even try to   schedule the sleeping thread until requested time has passed.</p>
The OS is free to immediately give the thread another timeslice    or to give some other thread or process the CPU the yielding thread   just gave up.</p>
<p>Threads also lose the remainder of their timeslice when they perform   blocking IO and under a few other circumstances.
If a thread works   through the entire timeslice  the OS forcibly takes control roughly as   if <code>yield()</code> had been called  so that other processes can run.</p>
improve system   responsiveness (at the expense of time — context switches  even just   to the OS and back  aren’t free).
Measure and test against goals you   care about  as always.</p> </blockquote>
<p><code>sleep()</code> sends the Thread to sleep as it was before  it just packs the context and stops executing for a predefined time.
So in order to wake it up before the due time  you need to know the Thread reference.
It s mostly used for time-synchronization (e.g. wake in exactly 3.5 seconds) and/or hard-coded fairness (just sleep for a while and let others threads work).</p>
<p><code>wait()</code>  on the contrary  is a thread (or message) synchronization mechanism that allows you to notify a Thread of which you have no stored reference (nor care).
Basically using notify() you are sending a message (that might even not be received at all and normally you don t care).</p>
<p>They could be implemented in the same manner in the underlying OS  or not at all (as previous versions of Java had no real multithreading; probably some small VMs doesn t do that either).
Don t forget Java runs on a VM  so your code will be transformed in something different according to the VM/OS/HW it runs on.</p>
method needs to be called from a loop in order to deal with false alarm.</p></li> <li><p><code>wait()</code> method must be called from synchronized context (i.e.  synchronized method or block)  otherwise  it will throw <code>IllegalMonitorStateException</code></p></li> </ol>
<p>There are some difference key notes i conclude after working on wait and sleep  first take a look on sample using wait() and sleep():</p>
The major difference is to wait to release the lock or monitor while sleep doesn t release any lock or monitor while waiting.
Wait is used for inter-thread communication while sleep is used to introduce pause on execution.</strong> </p>
if you have more then one thread in waiting state and you want to wake all of those thread).
method is used for inter-thread communication because if a thread goes in waiting state you ll need another thread to wake that thread.</p>
Like if you want something should happen after few seconds like in a game after user s turn you want the user to wait until the computer plays then you can mention the <code>sleep()</code> method.</p>
<p>And there is a similarity between both methods: they both are checked statement so you need try catch or throws to access these methods.</p>
The thread keeps the monitors it has aquired   -- i.e. if the thread is currently in a synchronized block or method no other thread can enter this block or method.
<p>Note that sleep is a static method  which means that it always affects   the current thread (the one that is executing the sleep method).
Using it is possible to halt a thread other   than the current thread.
A suspended thread keeps all its monitors and   since this state is not interruptable it is deadlock prone.</p>
Wait is called on an object  not a   thread; we call this object the  lock object. 
then releases this lock  and adds the thread to the  wait list    associated with the lock.
Later  another thread can synchronize on the   same lock object and call <code>lock.notify()</code>.
Basically  <code>wait()</code>/<code>notify()</code> is like   <code>sleep()</code>/<code>interrupt()</code>  only the active thread does not need a direct   pointer to the sleeping thread  but only to the shared lock object.</p> </blockquote>
the thread stops working until the object being waited-on is notified  generally by other threads.</li> </ul>","You can add a method like this as any blocking IO operation will throw an IOException:-

public void close() throws IOException {
    this.socket.close();
}
From the javadoc:-

Closes this socket. Any thread currently blocked in accept() will throw a SocketException.",
net,Socket,Java sending and receiving file (byte[]) over sockets,"Therefore  you have to create a bunch of different threads if your server has a bunch of open <code>Socket</code>s.</p>
<p>A <code>SocketChannel</code> is a non-blocking way to read from sockets  so that you can have one thread communicate with a bunch of open connections at once.
Buffer</code>s are another feature of NIO that allows you to access the underlying data from reads and writes to avoid the overhead of copying data into new arrays.</p>
<p>In a nutshell  up to Java 1.3  all I/O was of the blocking type.
<p>The basic point of NIO  introduced in Java 1.4  was to make the functionality of traditional UNIX-style multiplexed non-blocking I/O available in Java.
Servers with threadpools  or with threads handling more than one connection each  now become possible.
If only part of a buffer can be written immediately  with blocking I/O your thread will simply block until the entirety can be written.
With non-blocking I/O  your thread gets a return value of how much was written  leaving it up to you to handle the left-over for the next round.
A <code>Buffer</code> takes care of such mechanical details by explicitly implementing a producer/consumer pattern for filling and draining  it being understood that your threads and the JVM s kernel will <em>not</em>
Selectors</code>  if one channel takes 1 seconds for processing  and there are 10 channels in queue  it means you have to wait 10 seconds before next polling which is untolerable.
pattern  the task is smaller  it s more like thread-per-task  and tasks could be read  write  biz process etc. for more detail  you can take a look at <strong>
<p>If you are really fancy at one thread  the bottom-line is at least you shold have pooled I/O threads  because I/O operations is often oders of magnitude slower than instruction-processing cycles  you would not want the precious one thread being blocked by I/O  and this is exactly <strong>NodeJS</strong>
I don t think so  NIO programming is complex  and multi-threads is not naturally evil  Keep in mind that modern operating systems and CPU s become better and better at multitasking  so the overheads of multithreading becomes smaller over time.</p>","Take a look at the tutorial on Reading from and Writing to a Socket.

To write a byte array to a socket you would:

byte[] message = ...;
Socket socket=new Socket(ipAddress, port);
OutputStream socketOutputStream = socket.getOutputStream();
socketOutputStream.write(message);
Similarly, to read, you would use socket.getInputStream.",
net,Socket,Sending compressed JPG image over socket,"Therefore  you have to create a bunch of different threads if your server has a bunch of open <code>Socket</code>s.</p>
<p>A <code>SocketChannel</code> is a non-blocking way to read from sockets  so that you can have one thread communicate with a bunch of open connections at once.
Buffer</code>s are another feature of NIO that allows you to access the underlying data from reads and writes to avoid the overhead of copying data into new arrays.</p>
<p>In a nutshell  up to Java 1.3  all I/O was of the blocking type.
<p>The basic point of NIO  introduced in Java 1.4  was to make the functionality of traditional UNIX-style multiplexed non-blocking I/O available in Java.
Servers with threadpools  or with threads handling more than one connection each  now become possible.
If only part of a buffer can be written immediately  with blocking I/O your thread will simply block until the entirety can be written.
With non-blocking I/O  your thread gets a return value of how much was written  leaving it up to you to handle the left-over for the next round.
A <code>Buffer</code> takes care of such mechanical details by explicitly implementing a producer/consumer pattern for filling and draining  it being understood that your threads and the JVM s kernel will <em>not</em>
Selectors</code>  if one channel takes 1 seconds for processing  and there are 10 channels in queue  it means you have to wait 10 seconds before next polling which is untolerable.
pattern  the task is smaller  it s more like thread-per-task  and tasks could be read  write  biz process etc. for more detail  you can take a look at <strong>
<p>If you are really fancy at one thread  the bottom-line is at least you shold have pooled I/O threads  because I/O operations is often oders of magnitude slower than instruction-processing cycles  you would not want the precious one thread being blocked by I/O  and this is exactly <strong>NodeJS</strong>
I don t think so  NIO programming is complex  and multi-threads is not naturally evil  Keep in mind that modern operating systems and CPU s become better and better at multitasking  so the overheads of multithreading becomes smaller over time.</p>","Actually the code looks ok. Here's a complete code, that works fine on my machine:

import java.awt.*;
import java.awt.image.BufferedImage;
import java.net.*;

import javax.imageio.ImageIO;
import javax.swing.*;

public class Server {
  public static void main(String[] args) throws Exception {
    BufferedImage screencapture = new Robot().createScreenCapture(new Rectangle(Toolkit.getDefaultToolkit().getScreenSize()));
    try (ServerSocket serv = new ServerSocket(25000)) {
      System.out.println(""waiting..."");
      try (Socket socket = serv.accept()) {
        System.out.println(""client connected"");
        ImageIO.write(screencapture, ""jpg"", socket.getOutputStream());
        System.out.println(""sent"");
      }
    }
  }
}

class Client {
  public static void main(String[] args) throws Exception {
    try(Socket socket = new Socket(""localhost"", 25000)){
      BufferedImage image = ImageIO.read(socket.getInputStream());
      JLabel label = new JLabel(new ImageIcon(image));
      JFrame f = new JFrame(""vnc"");
      f.getContentPane().add(label);
      f.pack();
      f.setVisible(true);
    }
  }
}
Though this will only work if you close the socket after sending the images. It will fail if you'll just try to send a few images over the same socket. See https://stackoverflow.com/a/6973863/211205.",
sql,Connection,Authentication during connection to MongoDB server instance using Java,"could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>
<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.
<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.
What is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>
<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>
<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>
<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>
<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>
<p>Next  make sure that the java keystore contains all the CA certificates.
<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>","Following on from Bob Kuhar's accepted answer, in Mongo3 the mechanism has change to SHA1 from challenge response as shown in the code snippet. I need to update the code snippet as follows:

...
import com.mongodb.MongoClient;
import com.mongodb.MongoCredential;
import com.mongodb.ServerAddress;
...

// Manage the mongo db connection...
List<ServerAddress> seeds = new ArrayList<ServerAddress>();
seeds.add( new ServerAddress(configuration.getMongoHost(), configuration.getMongoPort() ));
List<MongoCredential> credentials = new ArrayList<MongoCredential>();
credentials.add(
    MongoCredential.createScramSha1Credential(
        configuration.getMongoUser(),
        configuration.getMongoDb(),
        configuration.getMongoPassword().toCharArray()
    )
);
MongoClient mongo = new MongoClient( seeds, credentials );",
sql,Connection,How to get database url from java.sql.Connection?,"could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>
<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.
<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.
What is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>
<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>
<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>
<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>
<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>
<p>Next  make sure that the java keystore contains all the CA certificates.
<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>","I believe you can use the DatabaseMetaData object from the Connection and then get the URL. Try:

DatabaseMetaData dmd = connection.getMetaData();
String url = dmd.getURL();",
sql,Connection,How to get database schema name when using oracle jdbc connection?,"could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>
<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.
<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.
What is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>
<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>
<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>
<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>
<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>
<p>Next  make sure that the java keystore contains all the CA certificates.
<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>","You can get schema name using

Connection conn = 
DriverManager.getConnection(""jdbc:oracle:thin:@server:port:SID"",prop);    
DatabaseMetaData databaseMetaData = conn.getMetaData();
System.out.println(""schema name >>>> ""+databaseMetaData.getUserName());",
sql,Connection,Connect Java to a MySQL database,"could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>
<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.
<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.
What is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>
<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>
<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>
<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>
<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>
<p>Next  make sure that the java keystore contains all the CA certificates.
<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>","To create database through Java code, you must use executeUpdate(sql) instead of executeQuery(sql); and connect to the mysql database as root:

connection =  DriverManager.getConnection(
    ""jdbc:mysql://localhost:3306/mysql?zeroDateTimeBehavior=convertToNull"",
    ""root"", ""root""
);
Statement st = connection.createStatement();
st.executeUpdate(sql);
st.close();",
sql,Connection,Should you set up database connection properties in server.xml or context.xml,"could allow a malicious proxy to perform a MITM attack to get the plaintext password  so it is False by default and must be explicitly enabled.</p> <p>See <a href= https://mysql-net.github.io/MySqlConnector/connection-options/  rel= noreferrer >MySQL .NET Connection String Options</a></p> <p>you could also try adding <code>useSSL=false</code>
<li><code>allowPublicKeyRetrieval=true</code> = to allow the client to automatically request the public key from the server.
<p>The defaults for initiating a connection to a MySQL server were changed in the recent past  and (from a quick look through the most popular questions and answers on stack overflow) the new values are causing a lot of confusion.
What is worse is that the standard advice seems to be to disable SSL altogether  which is a bit of a disaster in the making.</p>
<p>Now  if your connection is genuinely not exposed to the network (localhost only) or you are working in a non-production environment with no real data  then sure: there s no harm in disabling SSL by including the option <code>useSSL=false</code>.</p>
<p>For everyone else  the following set of options are required to get SSL working with certificate and host verification:</p>
<p>As an added bonus  seeing as you re already playing with the options  it is simple to disable the weak SSL protocols too:</p>
<p>First  make sure you have a valid certificate generated for the MySQL server host  and that the CA certificate is installed onto the client host (if you are using self-signed  then you ll likely need to do this manually  but for the popular public CAs it ll already be there).</p>
<p>Next  make sure that the java keystore contains all the CA certificates.
<p>Then finally  update the connection string to include all the required options  which on Debian/Ubuntu would be something a bit like (adapt as required):</p>","A connection pool operates by performing the work of creating connections ahead of time. In the case of a JDBC connection pool, a pool of Connection objects is created at the time the application server starts. The client can access the connection object in connection pool and return the object to pool once the db work is completed.

Context.xml

   <Resource name=""jdbc/TestDB"" auth=""Container"" type=""javax.sql.DataSource"" 
maxActive=""100"" maxIdle=""30"" maxWait=""10000"" username=""root"" password="""" 
driverClassName=""com.mysql.jdbc.Driver""               
url=""jdbc:mysql://localhost:3306/cdcol""/>
//This should be added in the servers context,xml file. For example if you are using apache server then the context.xml will be found in C:\apache-tomcat-6.0.26\conf\Context.xml

web.xml

  <resource-ref>
      <description>DB Connection</description>
      <res-ref-name>jdbc/TestDB</res-ref-name>
      <res-type>javax.sql.DataSource</res-type>
      <res-auth>Container</res-auth>
  </resource-ref>
//This should be added in the web.xml of the local project. (Not in server's web.xml).

Context ctx=new InitialContext();
          Context envContext = (Context)ctx.lookup(""java:comp/env"");
          DataSource ds=(DataSource)envContext.lookup(""jdbc/TestDB"");//TestDB is the Database Name
          con=ds.getConnection();
          stmt = con.createStatement();",
sql,ResultSet,HSQLDB delete row(s) from JDBC resultset,"<p>That s correct  initially the <code>ResultSet</code> s cursor is pointing to before the first row  if the first call to <code>next()</code> returns <code>false</code>
<p>If you want to report an empty set  add a variable counting the items read.
<p>The  check for any results  call ResultSet.next() moves the cursor to the first row  so use the do {...} while() syntax to process that row while continuing to process remaining rows returned by the loop.</p>
Use  do...while  to process the first row  while continuing to process remaining rows
<p>According to the most viable answer the suggestion is to use  isBeforeFirst() .
You check whether there is something in your  resultset  and don t advance your cursor.
You can also just call isBeforeFirst() to test if there are any rows returned without advancing the cursor  then proceed normally.
First generates an exception if done on a resultset from type  forward only .
always moves to the next row  so if you are planning on doing any reading from the result set you need to take that into account.</p>
Although there are methods for  backing up   they are not supported for all types of result sets.</p>
<p>(Edited as @martin comments below; the OP code as written would not compile because <code>iVal</code> is not initialised)</p>
<p>You could create an utility method to retrieve an optional value of any Java type from a given ResultSet  previously casted.</p>
<p>Unfortunately  getObject(columnName  Class) does not return null  but the default value for given Java type  so 2 calls are required </p>
There will be no zeros returned for empty value in the database</p>
<p>For convenience  you can create a wrapper class around ResultSet that returns null values when <code>ResultSet</code>
<p>In general  however  forwarding and rewinding cursors may be quite inefficient for large result sets.
Another option in SQL Server would be to calculate the total number of rows directly in your SQL statement:</p>
<p>Most drivers support forward only resultset - so method like last  beforeFirst etc are not supported.</p>
<p>The first approach is suitable if you are also getting the data in the same loop - otherwise the resultSet has already been iterated and can not be used again.</p>
<p>In most cases the requirement is to get the number of rows a query would return without fetching the rows.
Iterating through the result set to find the row count is almost same as processing the data.
<p>Your function will return the size of a ResultSet  but its cursor will be set after last record  so without rewinding it by calling beforeFirst()  first() or previous() you won t be able to read its rows  and rewinding methods won t work with forward only ResultSet (you ll get the same exception you re getting in your second code fragment).</p>
<p>There are very few circumstances where the row count is actually needed prior to reading the result set  especially in a language like Java.
The only case I think of where a row count would be necessary is when the row count is the only data you need(in which case a count query would be superior).
Otherwise  you are better off using a wrapper object to represent your table data  and storing these objects in a dynamic container such as an ArrayList.
For every solution that requires knowing the row count before reading the result set  you can probably think of a solution that does so without knowing the row count before reading without much effort.
By thinking of solutions that bypass the need to know the row count before processing  you save the ResultSet the trouble of scrolling to the end of the result set  then back to the beginning (which can be a VERY expensive operation for large result sets).
First  you should never return a <code>HashMap</code>  which is a specific implementation.
So i save the current ResultSet position and restore it after i created the maps.</p>
I reduced that to only one array-acces each for-loop iteration.","Specify the cursor holdability in the code:

c.prepareStatement(select,
     ResultSet.TYPE_SCROLL_INSENSITIVE,
     ResultSet.CONCUR_UPDATABLE,
     ResultSet.HOLD_CURSORS_OVER_COMMIT);
The problem seems to be that HSQLDB JDBC driver uses ResultSet.CLOSE_CURSOS_AT_COMMIT as the default value.",
