QuestionId,Title,Body,DocRelated
62467822,Implement ConvND in Tensorflow,"<p>So I need a ND convolutional layer that also supports complex numbers. So I decided to code it myself. </p>

<p>I tested this code on numpy alone and it worked. Tested with several channels, 2D and 1D and complex. However, I have problems when I do it on TF.</p>

<p>This is my code so far:</p>

<pre><code>def call(self, inputs):
    with tf.name_scope(""ComplexConvolution_"" + str(self.layer_number)) as scope:
        inputs = self._verify_inputs(inputs)            # Check inputs are of expected shape and format
        inputs = self.apply_padding(inputs)             # Add zeros if needed
        output_np = np.zeros(                           # I use np because tf does not support the assigment
            (inputs.shape[0],) +                        # Per each image
            self.output_size,                           # Image out size
            dtype=self.input_dtype                      # To support complex numbers
        )
        img_index = 0
        for image in inputs:
            for filter_index in range(self.filters):
                for i in range(int(np.prod(self.output_size[:-1]))):  # for each element in the output
                    index = np.unravel_index(i, self.output_size[:-1])
                    start_index = tuple([a * b for a, b in zip(index, self.stride_shape)])
                    end_index = tuple([a+b for a, b in zip(start_index, self.kernel_shape)])
                    # set_trace()
                    sector_slice = tuple(
                        [slice(start_index[ind], end_index[ind]) for ind in range(len(start_index))]
                    )
                    sector = image[sector_slice]
                    new_value = tf.reduce_sum(sector * self.kernels[filter_index]) + self.bias[filter_index]
                    # I use Tied Bias https://datascience.stackexchange.com/a/37748/75968
                    output_np[img_index][index][filter_index] = new_value  # The complicated line
                    img_index += 1
        output = apply_activation(self.activation, output_np)
    return output
</code></pre>

<p><code>input_size</code> is a tuple of shape (dim1, dim2, ..., dim3, channels). An 2D rgb conv for example will be (32, 32, 3) and <code>inputs</code> will have shape (None, 32, 32, 3).</p>

<p>The output size is calculated from an equation I found in this paper: <a href=""https://arxiv.org/abs/1603.07285"" rel=""nofollow noreferrer"">A guide to convolution arithmetic for deep learning</a></p>

<pre><code>out_list = []
for i in range(len(self.input_size) - 1):   # -1 because the number of input channels is irrelevant
    out_list.append(int(np.floor((self.input_size[i] + 2 * self.padding_shape[i] - self.kernel_shape[i]) / self.stride_shape[i]) + 1))
out_list.append(self.filters)
</code></pre>

<p>Basically, I use <code>np.zeros</code> because if I use <code>tf.zeros</code> I cannot assign the <code>new_value</code> and I get:
<code>TypeError: 'Tensor' object does not support item assignment</code></p>

<p>However, in this current state I am getting:<br>
<code>NotImplementedError: Cannot convert a symbolic Tensor (placeholder_1:0) to a numpy array.</code></p>

<p>On that same assignment. I don't see an easy fix, I think I should change the strategy of the code completely.</p>
",0
62469769,Custom layer uses function with @tf.custom_gradient throws error: decorator currently supports arguments only when eager execution is enabled,"<p>python == 3.7.6
Tensorflow = 2.0.0</p>

<p>I've created a custom layer which calls a function decorated with @tf.custom_gradient, very similar to the situation described by the answer under the following question:
<a href=""https://stackoverflow.com/questions/56657993/how-to-create-a-keras-layer-with-a-custom-gradient-in-tf2-0"">How to create a keras layer with a custom gradient in TF2.0?</a></p>

<p>But I keep getting this error at runtime: <code>ValueError: The custom_gradient decorator currently supports keywords arguments only when eager execution is enabled.</code></p>

<p>The function itself runs just fine when called in the main function. So to be explicit:</p>

<p><code>output = custom_function(input)</code> runs just fine with eager execution, but </p>

<pre><code>input_tensor = Input(shape=(1, input_length))
output_layer = Custom_Layer(...)(input_tensor)
model = Model([input_tensor], [output_layer])
model.compile(optimizer='rmsprop', run_eagerly=True, loss='mae', metrics=['accuracy'])
model.summary()
</code></pre>

<p>doesn't work at all. I've tried every combination of turning on and off eager execution, including inside the compile command as shown and inside the call function of the layer and at the top of the script using <code>tf.config.experimental_run_functions_eagerly(True)</code>, but nothing stops the error from appearing.</p>

<p>I cannot seem to find any documentation related to this occurrence.</p>
",1
62506281,How to get logits from Tensorflow pertained model?,"<p>I'm following the tutorial of Tensorflow/models/research/object_detection
My model loaded like this, same as tutorial</p>
<p><code>model = tf.saved_model.load(str(model_dir))</code></p>
<p>However, the output put of the model is like this:</p>
<p><code>{'num_detections': tf.float32, 'detection_scores': tf.float32, 'detection_classes': tf.float32, 'detection_boxes': tf.float32}</code></p>
<p>I want to run some postprocessing on the original logits, how can I get them?</p>
<p>Link to tutorial: <a href=""https://github.com/tensorflow/models/blob/master/research/object_detection/colab_tutorials/object_detection_tutorial.ipynb"" rel=""nofollow noreferrer"">https://github.com/tensorflow/models/blob/master/research/object_detection/colab_tutorials/object_detection_tutorial.ipynb</a></p>
",0
62582614,Error while importing img_to_array function: AttributeError: module 'tensorflow' has no attribute 'name_scope',"<p>So I am new to Keras and Tensorflow. I'm trying to import the <code>img_to_array</code> function and for some reason it is not importing it. I read the documentation it says <code>from PIL import Image</code> and after that use <code>tf.keras.preprocessing.image.img_to_array(img)</code> and that doesn't work either. I am using anaconda.</p>
<p>Here's the code:</p>
<pre><code>from keras.preprocessing.image import img_to_array
</code></pre>
<p>And here's the error:</p>
<pre><code>AttributeError: module 'tensorflow' has no attribute 'name_scope'
</code></pre>
",1
62611459,How to support mixed precision in custom Tensorflow layers?,"<p><strong>When developing my own custom layers for <code>tf.keras</code>: how am I supposed to support mixed precision?</strong></p>
<p>The <a href=""https://www.tensorflow.org/guide/mixed_precision"" rel=""nofollow noreferrer"">documentation of mixed precision</a> - a feature which is currently marked as experimental in Tensorflow 2.2 - only explains how to use it from a consumers perspective with predefined layers such as the <code>tf.keras.layers.Dense</code> one.</p>
<p>I already tried to guess it myself and found two - maybe relevant - details:</p>
<ul>
<li><p>The <code>dtype</code> property stays as <code>float32</code> by default when using 16-bit mixed precision.</p>
</li>
<li><p>There is a <code>mixed_precision.get_layer_policy(layer)</code> method (see <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/mixed_precision/experimental/get_layer_policy"" rel=""nofollow noreferrer"">docs</a>) and a <code>mixed_precision.global_policy()</code> method (see <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/mixed_precision/experimental/global_policy"" rel=""nofollow noreferrer"">docs</a>) which could be used to retrieve the configured <code>compute_dtype</code> and <code>variable_dtype</code>.</p>
</li>
</ul>
<p>Am I supposed to use the above <code>get_layer_policy</code>-method and just cast my variables into <code>compute_dtype</code> within the <code>call(...)</code> method of my layer? (And pass <code>variable_dtype</code> in my layers <code>build(...)</code> method to <code>add_weight(...)</code> when creating variables?)</p>
<p>For example, here is naive sample implementation of a standard dense neuron layer:</p>
<pre class=""lang-py prettyprint-override""><code>  def call(self, input):
    policy = mixed_precision.get_layer_policy(self)
    bias = tf.cast(self._bias, policy.compute_dtype)
    weights = tf.cast(self._weights, policy.compute_dtype)
    y = tf.nn.bias_add(tf.matmul(input, weights), bias)
    outputs = self._activation(y)
    return outputs
</code></pre>
<p>Sure, nobody would implement such basic stuff themselves, that one is just for demonstration. But, would this be the way the Tensorflow team expects us to implement the <code>call(...)</code> methods of our custom layers?</p>
",1
62668240,Keep getting ValueError while training on tf.data.datasets and include validation_data,"<p>Running the <code>model.fit(...)</code> method on my dataset. I keep getting errors like this:</p>
<pre><code>ValueError: in user code:
... 
ValueError: Could not find matching function to call loaded from the SavedModel. Got:
      Positional arguments (4 total):
        * Tensor(&quot;inputs:0&quot;, shape=(160, 160, 3), dtype=float32)
        * False
        * False
        * 0.99
      Keyword arguments: {}
</code></pre>
<p>However, I only get this error when I include <code>validatin_data</code> in my <code>model.fit(...)</code> call.
Any clarification about this would help. I do not mind sharing my Google Colab notebook to show how I construct my training and validation data with <code>tf.data.Dataset</code>.</p>
<p>My code can be found here, on <a href=""https://colab.research.google.com/drive/1l_aaV_pSSrGwslyUXy0BF1VTnKzRZuNs?usp=sharing"" rel=""nofollow noreferrer"">Google Colab</a>.</p>
",0
62670041,batch_size in tf model.fit() vs. batch_size in tf.data.Dataset,"<p>I have a large dataset that can fit in host memory. However, when I use tf.keras to train the model, it yields GPU out-of-memory problem. Then I look into tf.data.Dataset and want to use its batch() method to batch the training dataset so that it can execute the model.fit() in GPU. According to its documentation, an example is as follows:</p>
<pre><code>train_dataset = tf.data.Dataset.from_tensor_slices((train_examples, train_labels))
test_dataset = tf.data.Dataset.from_tensor_slices((test_examples, test_labels))

BATCH_SIZE = 64
SHUFFLE_BUFFER_SIZE = 100

train_dataset = train_dataset.shuffle(SHUFFLE_BUFFER_SIZE).batch(BATCH_SIZE)
test_dataset = test_dataset.batch(BATCH_SIZE)
</code></pre>
<p>Is the BATCH_SIZE in dataset.from_tensor_slices().batch() the same as the batch_size in the tf.keras modelt.fit()?</p>
<p>How should I choose BATCH_SIZE so that GPU has sufficient data to run efficiently and yet its memory is not overflown?</p>
",1
62752605,Loss function in tf.nn.sampled_softmax_loss,"<p>I have a question regarding Tensorflow:</p>
<p>Which loss function is used in <a href=""https://www.tensorflow.org/api_docs/python/tf/nn/sampled_softmax_loss"" rel=""nofollow noreferrer""><code>tf.nn.sampled_softmax_loss</code></a>?</p>
<p>I believe it's <em><strong>cross-entropy</strong></em>, but it is not written on the official website. Can anyone confirm my guess?</p>
",1
62770686,Test the .trt file using tensorflow,"<p>Below <strong>output_saved_model_dir</strong> in this directory i am having trt file named <strong>final_model_gender_classification_gpu0_int8.trt</strong></p>
<pre><code>output_saved_model_dir='/home/cocoslabs/Downloads/age_gender_trt'
saved_model_loaded = tf.saved_model.load(output_saved_model_dir, tags=[tag_constants.SERVING])
</code></pre>
<p>When I run the above script it showing error as follows:</p>
<pre><code>File &quot;test.py&quot;, line 7, in &lt;module&gt;
    saved_model_loaded = tf.saved_model.load(output_saved_model_dir, tags=[tag_constants.SERVING])
  File &quot;/home/cocoslabs/deepstream_docker/venv/lib/python3.6/site-packages/tensorflow_core/python/saved_model/load.py&quot;, line 528, in load
    return load_internal(export_dir, tags)
  File &quot;/home/cocoslabs/deepstream_docker/venv/lib/python3.6/site-packages/tensorflow_core/python/saved_model/load.py&quot;, line 537, in load_internal
    saved_model_proto = loader_impl.parse_saved_model(export_dir)
  File &quot;/home/cocoslabs/deepstream_docker/venv/lib/python3.6/site-packages/tensorflow_core/python/saved_model/loader_impl.py&quot;, line 83, in parse_saved_model
    constants.SAVED_MODEL_FILENAME_PB))
OSError: SavedModel file does not exist at: /home/cocoslabs/Downloads/age_gender_trt/{saved_model.pbtxt|saved_model.pb}
</code></pre>
<p>From the above error what I understand is tf.saved_model.load() accept only .pb or .pbtxt files. Is it right ? But as per this link <a href=""https://stackoverflow.com/questions/60750727/load-and-run-test-a-trt-model/62769009#62769009"">Load and run test a .trt model</a> what they said is tf.saved_model.load() function will accept .trt file. Help me to rectify this error. Thank You.</p>
",0
62799237,TensorFlow: How to feed a dataset that doesn't fit into memory?,"<p><a href=""https://www.tensorflow.org/api_docs/python/tf/data/Dataset"" rel=""nofollow noreferrer""><code>DataSet</code> documentation</a> claims that it <code>Represents a potentially large set of elements.</code> as well as <code>Iteration happens in a streaming fashion, so the full dataset does not need to fit into memory.</code>.</p>
<p>I spent several hours in the <a href=""https://www.tensorflow.org/guide/data"" rel=""nofollow noreferrer"">official docs</a> trying to find out how to feed a large dataset in a streaming fashion. No success. All examples use either <code>from_tensor_slices</code> or generator, both methods are not recommended by TensorFlow themselves because of <code>2GB limit for the tf.GraphDef protocol buffer</code> and <code> it has limited portability and scalability. It must run in the same python process that created the generator, and is still subject to the Python GIL.</code>.</p>
<p>The only documented way I found to make it work in a streaming fashion is <a href=""https://www.tensorflow.org/tutorials/load_data/tfrecord"" rel=""nofollow noreferrer"">to use <code>TFRecord</code></a>. It allows to stream file by file. The only huge problem: my feature input shape is <code>(200000, 2)</code> (all float32). To flatten and convert it to <code>FloatList</code> is not an option because I feed it to Conv1D with 2 parallel sequences.</p>
<p>It feels like either I overlooked something, or it's just poorly documented, or <code>tf.Dataset</code> doesn't do what it claims to do.</p>
<p>Is there a way to make DataSet work in a streaming fashion for a large set of elements?</p>
",1
62818943,Tensorflow pretrained models input channel range,"<p>I came across this <a href=""https://www.tensorflow.org/tutorials/images/transfer_learning"" rel=""nofollow noreferrer"">example</a> which implements a pretrained model. It says:</p>
<blockquote>
<p>Format the Data</p>
<p>Use the tf.image module to format the images for the task.</p>
<p>Resize the images to a fixed input size, and rescale the input
channels to a range of [-1,1]</p>
</blockquote>
<pre><code>IMG_SIZE = 160 # All images will be resized to 160x160

def format_example(image, label):
  image = tf.cast(image, tf.float32)
  image = (image/127.5) - 1
  image = tf.image.resize(image, (IMG_SIZE, IMG_SIZE))
  return image, label
</code></pre>
<p>I was wondering about this. What I understand is that <code>image = tf.image.resize(image, (IMG_SIZE, IMG_SIZE))</code> resizes the images (which can have any size) to one consistent size. I understand that <code>image = (image/127.5) - 1</code> does not change the actual size of the images, but changes the values (pixels) (which are between 0 to 255) to a range of [-1,1]. In other examples I saw normalization/standardization being done to a range of [0,1], so rescaling by 1.0/255. I do not understand when I have to use which. If I use my own model, it is up to me to scale to a range of [-1,1] or [0,1]? However, when I use a pretrained model I need to know what is required. I googled the mobilenetv2 model, but could not find any documentation telling me that the required input channel is [-1,1]. In this <a href=""https://github.com/tensorflow/tensorflow/issues/35336#issuecomment-568572711"" rel=""nofollow noreferrer"">comment</a> it says all pretrained tensorflow models require an input channel of [-1,1]. Is that true? Especially, is that true that all models in the <a href=""https://tfhub.dev/"" rel=""nofollow noreferrer"">tensorflow hub</a> (if about images) require a range of [-1,1]?</p>
<p>Finally, how do I find out what the required range is for a pretrained model? I would not have figured out the [-1,1] in case of MobileNetv2 by my own. On the <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/applications/MobileNetV2"" rel=""nofollow noreferrer"">tensorflow MobileNetv2</a> page I could not find this information.</p>
<p>Furthermore: Is there a way to basically have this done automatically? So that I use a function and it automatically checks the pretrained tensorflow dataset (which has an object storing that information) and applies it (assuming 0-255 is my input)? I think <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/applications/mobilenet_v2/preprocess_input"" rel=""nofollow noreferrer"">tf.keras.applications.mobilenet_v2.preprocess_input</a> is doing something else (I am not really understanding what it does)? And it is also just for mobilenetv2.</p>
",0
62863208,Loading PNG image to,"<p>I'm looking for an efficient method to load PNG files as a TensorFlow 2.x date set. There are multiple answers here which all are using Tensorflow 1.x syntax. I also checked the <a href=""https://www.tensorflow.org/tutorials/load_data/images"" rel=""nofollow noreferrer"">official Tensorflow tutorial</a> but they are using <code>tf.keras.preprocessing.image_dataset_from_directory</code> API which is only available in tf-nightly.</p>
<p>Is there any API for Tensorflow 2.x capable of loading images from a folder, assigning the subfolder as the label, and return a TensorFlow dataset?</p>
",0
62911595,AssertionError: assert t.graph == cond_graph when generating heatmap for LocallyConnected2D layer with keras,"<p>I'm trying to create a heatmap of the last <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/layers/LocallyConnected2D"" rel=""nofollow noreferrer"">LocallyConnected2D</a> layer (from tf.keras.layers, so no own implementation) of a publicly available <a href=""https://github.com/swghosh/DeepFace/blob/master/deepface/deepface.py"" rel=""nofollow noreferrer"">implementation</a> of <a href=""https://research.fb.com/publications/deepface-closing-the-gap-to-human-level-performance-in-face-verification/"" rel=""nofollow noreferrer"">deepface</a> (face recogntion/verification model) in Keras.</p>
<p>The heatmap I am  generating with this example <a href=""https://keras.io/examples/vision/grad_cam/"" rel=""nofollow noreferrer"">implementation</a> from the keras website. The example works for me, but when I try to obtain the heatmap of the deepface model, I get an error which I don't get.</p>
<pre><code>---------------------------------------------------------------------------
AssertionError                            Traceback (most recent call last)
&lt;ipython-input-12-7ff17cbeefd4&gt; in &lt;module&gt;
----&gt; 1 heatmap = make_gradcam_heatmap(img, model, last_conv_layer_name, classifier_layer_names)
      2 
      3 plt.matshow(heatmap)
      4 plt.show()

&lt;ipython-input-10-3b61c4411dd2&gt; in make_gradcam_heatmap(img_array, model, last_conv_layer_name, classifier_layer_names)
     30     # This is the gradient of the top predicted class with regard to
     31     # the output feature map of the last conv layer
---&gt; 32     grads = tape.gradient(top_class_channel, last_conv_layer_output)
     33 
     34     # This is a vector where each entry is the mean intensity of the gradient

~\AppData\Roaming\Python\Python37\site-packages\tensorflow\python\eager\backprop.py in gradient(self, target, sources, output_gradients, unconnected_gradients)
   1046         output_gradients=output_gradients,
   1047         sources_raw=flat_sources_raw,
-&gt; 1048         unconnected_gradients=unconnected_gradients)
   1049 
   1050     if not self._persistent:

~\AppData\Roaming\Python\Python37\site-packages\tensorflow\python\eager\imperative_grad.py in imperative_grad(tape, target, sources, output_gradients, sources_raw, unconnected_gradients)
     75       output_gradients,
     76       sources_raw,
---&gt; 77       compat.as_str(unconnected_gradients.value))

~\AppData\Roaming\Python\Python37\site-packages\tensorflow\python\eager\backprop.py in _gradient_function(op_name, attr_tuple, num_inputs, inputs, outputs, out_grads, skip_input_indices, forward_pass_name_scope)
    155       gradient_name_scope = &quot;gradient_tape/&quot;
    156     with ops.name_scope(gradient_name_scope):
--&gt; 157       return grad_fn(mock_op, *out_grads)
    158   else:
    159     return grad_fn(mock_op, *out_grads)

~\AppData\Roaming\Python\Python37\site-packages\tensorflow\python\ops\cond_v2.py in _IfGrad(op, *grads)
    169   # Resolve references to forward graph tensors in grad graphs and ensure
    170   # they are in-scope, i.e., belong to one of outer graphs of the grad graph.
--&gt; 171   true_grad_inputs = _resolve_grad_inputs(true_graph, true_grad_graph)
    172   false_grad_inputs = _resolve_grad_inputs(false_graph, false_grad_graph)
    173 

~\AppData\Roaming\Python\Python37\site-packages\tensorflow\python\ops\cond_v2.py in _resolve_grad_inputs(cond_graph, grad_graph)
    410     # `cond_graph`.
    411     if t.graph != grad_graph.outer_graph:
--&gt; 412       assert t.graph == cond_graph
    413       # `internal_captures` are not treated as intermediates and hence not added
    414       # to If op outputs. So we get the outer tensor corresponding to those

AssertionError: 
</code></pre>
<p>Does anyone maybe know what this error means and how I can solve it?
Thank you for your time!</p>
<p>Python version: 3.7.7 <br />
Keras version: 2.3.1 <br />
Tensorflow version: 2.2.0</p>
",0
62956096,Is it possible to extract trained class names from tflite model?,"<p>I have tried to search everywhere, tried everything in <code>tflite_interpreter = tf.lite.Interpreter(model_path='model.tflite')</code>, read tflite documentation but I cannot find the method to extract the class names from the model.</p>
<p>Is it possible?</p>
",1
62962147,TensorFlow - Fashion MNIST Steps Per Epoch,"<p>I'm working with the Kera's Fashion MNIST dataset. When I fit my model, I noticed to complete one epoch it would have to go through 1500 steps.</p>
<pre><code>history = model.fit(x_train, y_train, epochs=30, validation_split=0.2)

Epoch 3/30
1500/1500 [==============================] - 3s 2ms/step - loss: 0.4494 - sparse_categorical_accuracy: 0.8438 - val_loss: 0.4691 - val_sparse_categorical_accuracy: 0.8308
Epoch 4/30
964/1500 [==================&gt;...........] - ETA: 0s - loss: 0.4294 - sparse_categorical_accuracy: 0.8504
</code></pre>
<p>I was looking at the <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/Model#fit"" rel=""nofollow noreferrer"">docs</a> for the fit function, but couldn't understand why the default steps were set to 1500. I understand when the <code>steps_per_epoch</code> is <code>None</code> the behavior is dependent on the data type of the dataset, but how can I check if the data type is a tensor or tf.data?</p>
",1
62988423,Resetting graph in Tensorflow 2,"<p>In my use case, I have some time series data where at each time <code>t</code>, I train a new model over a rolling window. In tensorflow 1, I had to do the following otherwise models will accumulate in the default graph and essentially leak memory.</p>
<pre><code>import tensorflow as tf
import keras.backend as K
...
tf.reset_default_graph()
K.clear_session()
</code></pre>
<p>In tensorflow 2, I've found equivalent functions <a href=""https://www.tensorflow.org/api_docs/python/tf/compat/v1/reset_default_graph"" rel=""nofollow noreferrer"">tf.compat.v1.reset_default_graph()</a> and <a href=""https://www.tensorflow.org/api_docs/python/tf/keras/backend/clear_session"" rel=""nofollow noreferrer"">tf.keras.backend.clear_session()</a>. However, from the <a href=""https://www.tensorflow.org/guide/migrate"" rel=""nofollow noreferrer"">documentation</a>, TF2 ties graph variables to python variables so theoretically if a python variable is destroyed, the graph variable should also be destroyed. Is this interpretation correct? I've tried putting model creation code in a loop, whilst memory usage still grows, it wasn't the sort of explosion I've witnessed in TF1.</p>
",1
62994289,Saving TFrecords with TPU,"<p>I'm trying to use <code>tf.data.experimental.TFRecordWriter</code> to save dataset on Google cloud bucket using TPU. The code from the example in documentation works:</p>
<pre><code>dataset = tf.data.Dataset.range(3)
dataset = dataset.map(tf.io.serialize_tensor)
writer = tf.data.experimental.TFRecordWriter(&quot;gs://oleg-zyablov/test.tfrec&quot;)
writer.write(dataset)
</code></pre>
<p>But I have dataset of tuples (string, int64), where first is jpg-encoded image and second is label. When I pass it to writer.write() method, it says: 'tuple' object has no attribute 'is_compatible_with'.</p>
<p>I guess I have to pack image and label into tf.train.Example to make it work. I use the following code:</p>
<pre><code>def serialize(image, class_idx):
  tfrecord = tf.train.Example(features = tf.train.Features(feature = {
    'image': tf.train.Feature(bytes_list = tf.train.BytesList(value = [image.numpy()])),
    'class': tf.train.Feature(int64_list = tf.train.Int64List(value = [class_idx.numpy()]))
  }))
  return tfrecord.SerializeToString()

#saving_pipeline is a dataset of (string, int64) tuples
saving_pipeline_serialized = saving_pipeline.map(serialize)

writer = tf.data.experimental.TFRecordWriter(&quot;gs://oleg-zyablov/car-classification/train_tfrecords/test.tfrecord&quot;)
writer.write(saving_pipeline_serialized)
</code></pre>
<p>But I get the following error:</p>
<pre><code>'Tensor' object has no attribute 'numpy'
</code></pre>
<p>Although I didn't turn off eager mode and this code <code>tf.constant([], dtype = float).numpy()</code> works. Maybe TPU works not in eager mode? Ok, I changed .numpy() to .eval() in the code above. Then I get the foloowing error:</p>
<pre><code>Cannot evaluate tensor using `eval()`: No default session is registered. Use `with sess.as_default()` or pass an explicit session to `eval(session=sess)`
</code></pre>
<p>What session does TPU use and how do I specify it? When I run the code below:</p>
<pre><code>with tf.compat.v1.Session():
  saving_pipeline_serialized = saving_pipeline.map(serialize)
</code></pre>
<p>I get an error:</p>
<pre><code>Cannot use the default session to evaluate tensor: the tensor's graph is different from the session's graph. Pass an explicit session to `eval(session=sess)`.
</code></pre>
<p>But I don't know how to get the current graph and pass it to tf.compat.v1.Session(). When I go another way and type:</p>
<pre><code>image.eval(session = tf.compat.v1.get_default_session())
</code></pre>
<p>It says:</p>
<pre><code>Cannot evaluate tensor using `eval()`: No default session is registered. Use `with sess.as_default()` or pass an explicit session to `eval(session=sess)`
</code></pre>
<p>Is it possible to use .eval() on TPU? Or how do I perform my task another way?</p>
",1
63004540,How to pad 1 dimensinal vector in tensorflow? Getting InvalidArgumentError: paddings must be a matrix with 2 columns with tf.pad,"<p>I am trying to use tf.pad. Here is my attempt to pad the tensor to length 20, with values 10.</p>
<pre><code>tf.pad(tf.constant([1, 2, 3, 45]), paddings=20, constant_values=10)
</code></pre>
<p>I get this error message</p>
<pre><code>InvalidArgumentError: paddings must be a matrix with 2 columns: [2,1] [Op:PadV2]
</code></pre>
<p>I am looking at the documentation</p>
<p><a href=""https://www.tensorflow.org/api_docs/python/tf/pad"" rel=""nofollow noreferrer"">https://www.tensorflow.org/api_docs/python/tf/pad</a></p>
<blockquote>
<p>paddings is an integer tensor with shape [n, 2], where n is the rank of tensor. For each dimension D of input, paddings[D, 0] indicates how many values to add before the contents of tensor in that dimension, and paddings[D, 1] indicates how many values to add after the contents of tensor in that dimension</p>
</blockquote>
<p>But I am unable to figure out how to shape the pad value</p>
",1
