user_id,experience,v_index,reputation_ans,reputation_ques,reputation
9092979,72,0,15,50,65
1230710,47,0,0,20,20
9224055,71,0,0,40,40
1357690,53,0,15,66,81
1574779,68,2,180,48,228
8918908,73,0,0,690,690
15460221,33,0,0,0,0
12212094,49,0,0,20,20
10143615,44,1,45,70,115
16361344,29,1,75,20,95
1363836,91,3,201,58,259
8484738,76,0,0,18,18
4982651,20,0,0,0,0
919431,87,2,208,60,268
4185992,92,0,0,40,40
10012553,64,1,25,30,55
11204499,57,0,0,10,10
8103827,0,0,0,0,0
11628437,40,1,10,80,90
1189782,44,0,0,30,30
13127573,34,0,0,20,20
1994648,94,0,0,60,60
9650073,61,0,0,20,20
2252698,50,0,0,30,30
17819542,18,0,0,10,10
10530728,42,2,290,30,320
2078632,79,0,0,20,20
16580520,28,0,0,20,20
1105837,30,0,0,0,0
628654,59,0,0,20,20
6533039,71,0,0,120,120
8409009,76,0,0,20,20
4515762,52,1,45,90,135
11698102,54,2,165,170,335
12425142,49,0,0,60,60
8456120,57,0,0,160,160
8593338,75,2,280,20,300
2467772,56,1,439,194,633
11265981,40,0,15,0,15
19443650,18,1,35,60,95
5910469,65,0,0,20,20
7677894,81,1,10,500,510
3362759,77,0,0,10,10
4888520,73,0,0,60,60
15998918,0,0,0,0,0
5183434,76,0,0,10,10
9357259,70,1,95,40,135
5128148,69,1,10,30,40
11825110,51,1,10,8,18
10846167,52,0,0,0,0
8312790,77,0,0,10,10
3747801,83,2,500,2026,2526
200663,90,0,0,1030,1030
5248987,56,1,95,10,105
2594778,68,1,25,40,65
8560600,63,0,30,34,64
6713310,59,1,10,10,20
3139545,83,0,0,400,400
9873377,63,0,15,70,85
5640161,51,0,0,368,368
2531306,87,1,50,240,290
8759276,71,1,90,150,240
6543342,48,0,0,40,40
8380398,53,0,0,280,280
4829166,93,0,15,620,635
6176753,92,0,0,3540,3540
18159603,15,1,45,40,85
774133,82,1,25,70,95
10962934,45,0,0,0,0
4308982,68,0,0,20,20
8384504,61,1,63,130,193
1861627,84,2,305,306,611
1490940,44,1,10,0,10
2076669,53,0,0,120,120
